,Unnamed: 0,iteration,id,created_at,created_at_dt,user_name,user_screen_name,user_id,user_is_verified,user_location,text,check_lt20250327,hashtags,urls,media,like_count,reply_count,retweet_count,quote_count,views_count,lang,possibly_sensitive,in_reply_to,quoted_tweet,place,response,code,code_imputed
415,415,0,1763959734481326102,Sat Mar 02 16:09:08 +0000 2024,2024-03-02 16:09:08+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : UP mathematicians develop algorithm on onkeypox: ...medical help – therefore greatly affecting attempts to mitigate disease – was stigma.""The social media coverage about monkeypox spread directly or indirectly generates racist and homophobic… https://t.co/fUN6JjnE37",,[],"[{'display_url': 'dlvr.it/T3Wc38', 'expanded_url': 'http://dlvr.it/T3Wc38', 'url': 'https://t.co/fUN6JjnE37', 'indices': [248, 271]}]",,0,1,0,0,9,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific individual contracting mpox (monkeypox). Instead, it discusses the social media coverage of monkeypox and its potential negative impacts, such as stigma. There is no information given about anyone getting infected with the virus.",0,0
416,416,1,1691893858676912597,Wed Aug 16 19:25:04 +0000 2023,2023-08-16 19:25:04+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,TW : United Nations Programme on HIV and AIDS (UNAIDS) Country Director in Nigeria shares how lessons...: Lessons we have learnt in the AIDS response apply to the Monkeypox response too. The Monkeypox response in Nigeria is being impacted by both social… https://t.co/0qj59nmLxG,,[],"[{'display_url': 'dlvr.it/Stl75b', 'expanded_url': 'http://dlvr.it/Stl75b', 'url': 'https://t.co/0qj59nmLxG', 'indices': [255, 278]}]",,0,0,0,0,20,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific case of someone contracting monkeypox (mpox). Instead, it discusses how lessons learned from the AIDS response can be applied to the Monkeypox response in Nigeria. It also mentions that the Monkeypox response is being impacted by social factors but does not provide information about an individual's infection status.",0,0
417,417,1,1685415674099937280,Sat Jul 29 22:23:04 +0000 2023,2023-07-29 22:23:04+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,TW : A perfect storm for stigma: gay men’s experiences of mpox: ...it.” Glossaries rectum The last part of the large intestine just above the anus. stigma Social attitudes that suggest that having a particular illness or being in a particular situation… https://t.co/WtwVbVTi7b,,[],"[{'display_url': 'dlvr.it/Sswnfb', 'expanded_url': 'http://dlvr.it/Sswnfb', 'url': 'https://t.co/WtwVbVTi7b', 'indices': [254, 277]}]",,0,0,0,0,51,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific individual contracting mpox (monkeypox). Instead, it appears to be discussing the social stigma experienced by gay men in relation to mpox outbreaks. While it mentions ""mpox,"" it focuses on the broader societal impact and attitudes rather than an individual's infection status.",0,0
418,418,2,1655509502735831047,Mon May 08 09:46:37 +0000 2023,2023-05-08 09:46:37+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : One Year On From Monkeypox, Scars Remain For The LGBT+ Community: ...stigma - from the mainstream media; on social media; from friends, and potential or previous sexual partners. That stigma... https://t.co/fGgHHQmrCp https://t.co/PWIbkENlID",,[],"[{'display_url': 'dlvr.it/Snhx5X', 'expanded_url': 'http://dlvr.it/Snhx5X', 'url': 'https://t.co/fGgHHQmrCp', 'indices': [199, 222]}]","[{'display_url': 'pic.x.com/PWIbkENlID', 'expanded_url': 'https://x.com/stigmabase/status/1655509502735831047/photo/1', 'id_str': '1655509500605136896', 'indices': [223, 246], 'media_key': '3_1655509500605136896', 'media_url_https': 'https://pbs.twimg.com/media/FvmNHpnagAAy0yf.jpg', 'type': 'photo', 'url': 'https://t.co/PWIbkENlID', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 630, 'w': 1200, 'resize': 'fit'}, 'medium': {'h': 630, 'w': 1200, 'resize': 'fit'}, 'small': {'h': 357, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 630, 'width': 1200, 'focus_rects': [{'x': 38, 'y': 0, 'w': 1125, 'h': 630}, {'x': 285, 'y': 0, 'w': 630, 'h': 630}, {'x': 324, 'y': 0, 'w': 553, 'h': 630}, {'x': 443, 'y': 0, 'w': 315, 'h': 630}, {'x': 0, 'y': 0, 'w': 1200, 'h': 630}]}, 'media_results': {'result': {'media_key': '3_1655509500605136896'}}}]",0,0,0,0,30,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text discusses the ongoing stigma faced by the LGBT+ community regarding monkeypox one year after the outbreak. It does not mention any specific cases of infection or provide details that would indicate someone has contracted mpox. Therefore, based on the given information, we cannot conclude that anyone got infected with mpox from this passage.",0,0
419,419,3,1621605580371808256,Fri Feb 03 20:24:32 +0000 2023,2023-02-03 20:24:32+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : New York City Declares End to Mpox Outbreak After Nation-Leading Response: ...three weeks, conduct street outreach in the Bronx, and leverage the power of social media to share stigma-free, culturally relevant public education. We look forward to… https://t.co/hOSHyFa7kw",,[],"[{'display_url': 'dlvr.it/ShvXVQ', 'expanded_url': 'http://dlvr.it/ShvXVQ', 'url': 'https://t.co/hOSHyFa7kw', 'indices': [253, 276]}]",,0,0,0,0,20,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific case or individual contracting mpox (monkeypox). Instead, it discusses New York City's response to an ongoing mpox outbreak, including actions like street outreach and social media campaigns. While this indicates that there was a concern about mpox in the area, it does not provide information about someone getting infected.",0,0
420,420,4,1599880709120065536,Mon Dec 05 21:37:40 +0000 2022,2022-12-05 21:37:40+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : Is monkeypox nonetheless within the US? Instances drop amid vaccine. What’s subsequent?: ...acknowledge signs.He stated the open sores had been painful and visual, making them a social stigma. “It was a visible reminder of the group you belong… https://t.co/DlGFqiy2qG https://t.co/1cOsLQJIsH",,[],"[{'display_url': 'dlvr.it/SdtvPW', 'expanded_url': 'http://dlvr.it/SdtvPW', 'url': 'https://t.co/DlGFqiy2qG', 'indices': [250, 273]}]","[{'display_url': 'pic.x.com/1cOsLQJIsH', 'expanded_url': 'https://x.com/stigmabase/status/1599880709120065536/photo/1', 'id_str': '1599880707060686848', 'indices': [274, 297], 'media_key': '3_1599880707060686848', 'media_url_https': 'https://pbs.twimg.com/media/FjPrBstaYAAEJtj.jpg', 'type': 'photo', 'url': 'https://t.co/1cOsLQJIsH', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1083, 'w': 1084, 'resize': 'fit'}, 'medium': {'h': 1083, 'w': 1084, 'resize': 'fit'}, 'small': {'h': 679, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1083, 'width': 1084, 'focus_rects': [{'x': 0, 'y': 476, 'w': 1084, 'h': 607}, {'x': 1, 'y': 0, 'w': 1083, 'h': 1083}, {'x': 134, 'y': 0, 'w': 950, 'h': 1083}, {'x': 542, 'y': 0, 'w': 542, 'h': 1083}, {'x': 0, 'y': 0, 'w': 1084, 'h': 1083}]}, 'media_results': {'result': {'media_key': '3_1599880707060686848'}}}]",0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning:
The provided text does not explicitly mention any individual contracting or being infected with mpox (monkeypox). Instead, it discusses general information about monkeypox in the U.S., mentioning a decrease in instances and the acknowledgment of signs. The text also includes a quote from someone describing symptoms they experienced, but these symptoms are not specified as being due to mpox infection. Therefore, based on the given passage, there is no clear indication that anyone got infected with mpox.",0,0
421,421,4,1593057368103079938,Thu Nov 17 01:44:08 +0000 2022,2022-11-17 01:44:08+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,TW : These transformative leaders in healthcare are dealing with an unprecedented era of politics in the...: ...deputy coordinator for national monkeypox https://t.co/r8uWB0wOkU stigma from the monkeypox outbreaks has mildly echoed the intense social and… https://t.co/RdIL1G08Hz https://t.co/RHZJQU1l15,,[],"[{'display_url': 'response.Social', 'expanded_url': 'http://response.Social', 'url': 'https://t.co/r8uWB0wOkU', 'indices': [154, 177]}, {'display_url': 'dlvr.it/ScvJMX', 'expanded_url': 'http://dlvr.it/ScvJMX', 'url': 'https://t.co/RdIL1G08Hz', 'indices': [256, 279]}]","[{'display_url': 'pic.x.com/RHZJQU1l15', 'expanded_url': 'https://x.com/stigmabase/status/1593057368103079938/photo/1', 'id_str': '1593057366517637120', 'indices': [280, 303], 'media_key': '3_1593057366517637120', 'media_url_https': 'https://pbs.twimg.com/media/FhutPAYaYAA60km.jpg', 'type': 'photo', 'url': 'https://t.co/RHZJQU1l15', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 354, 'y': 341, 'h': 50, 'w': 50}, {'x': 778, 'y': 221, 'h': 72, 'w': 72}, {'x': 817, 'y': 73, 'h': 82, 'w': 82}]}, 'medium': {'faces': [{'x': 354, 'y': 341, 'h': 50, 'w': 50}, {'x': 778, 'y': 221, 'h': 72, 'w': 72}, {'x': 817, 'y': 73, 'h': 82, 'w': 82}]}, 'small': {'faces': [{'x': 250, 'y': 241, 'h': 35, 'w': 35}, {'x': 551, 'y': 156, 'h': 51, 'w': 51}, {'x': 578, 'y': 51, 'h': 58, 'w': 58}]}, 'orig': {'faces': [{'x': 354, 'y': 341, 'h': 50, 'w': 50}, {'x': 778, 'y': 221, 'h': 72, 'w': 72}, {'x': 817, 'y': 73, 'h': 82, 'w': 82}]}}, 'sizes': {'large': {'h': 501, 'w': 960, 'resize': 'fit'}, 'medium': {'h': 501, 'w': 960, 'resize': 'fit'}, 'small': {'h': 355, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 501, 'width': 960, 'focus_rects': [{'x': 65, 'y': 0, 'w': 895, 'h': 501}, {'x': 459, 'y': 0, 'w': 501, 'h': 501}, {'x': 521, 'y': 0, 'w': 439, 'h': 501}, {'x': 709, 'y': 0, 'w': 251, 'h': 501}, {'x': 0, 'y': 0, 'w': 960, 'h': 501}]}, 'media_results': {'result': {'media_key': '3_1593057366517637120'}}}]",0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific individual contracting monkeypox (mpox). Instead, it discusses the role of a deputy coordinator for national monkeypox and mentions that stigma from monkeypox outbreaks has echoed social issues. While this context relates to monkeypox, it does not indicate or imply that anyone has contracted the virus.",0,0
422,422,4,1591293975985803264,Sat Nov 12 04:57:03 +0000 2022,2022-11-12 04:57:03+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : Monkeypox in Brazil between stigma, politics, and structural shortcomings: Have we not been here...: ...public health and social crisis in connection with the epidemiological outbreak: the stigma associated with the infection; ... in Latin America's… https://t.co/Mhg8cAAqgY https://t.co/BUOKlA0ErG",,[],"[{'display_url': 'dlvr.it/Scf09w', 'expanded_url': 'http://dlvr.it/Scf09w', 'url': 'https://t.co/Mhg8cAAqgY', 'indices': [256, 279]}]","[{'display_url': 'pic.x.com/BUOKlA0ErG', 'expanded_url': 'https://x.com/stigmabase/status/1591293975985803264/photo/1', 'id_str': '1591293973804777472', 'indices': [280, 303], 'media_key': '3_1591293973804777472', 'media_url_https': 'https://pbs.twimg.com/media/FhVpcCnagAA3ab4.jpg', 'type': 'photo', 'url': 'https://t.co/BUOKlA0ErG', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 508, 'w': 525, 'resize': 'fit'}, 'medium': {'h': 508, 'w': 525, 'resize': 'fit'}, 'small': {'h': 508, 'w': 525, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 508, 'width': 525, 'focus_rects': [{'x': 0, 'y': 128, 'w': 525, 'h': 294}, {'x': 8, 'y': 0, 'w': 508, 'h': 508}, {'x': 39, 'y': 0, 'w': 446, 'h': 508}, {'x': 135, 'y': 0, 'w': 254, 'h': 508}, {'x': 0, 'y': 0, 'w': 525, 'h': 508}]}, 'media_results': {'result': {'media_key': '3_1591293973804777472'}}}]",0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox (monkeypox) infection.

Reasoning: The provided text does not mention any specific case of someone contracting monkeypox. Instead, it discusses broader issues such as stigma, politics, and structural shortcomings in relation to an epidemiological outbreak in Brazil. While it mentions ""the epidemiological outbreak"" and ""stigma associated with the infection,"" these are general statements that do not indicate a specific instance of mpox infection.",0,0
423,423,4,1581943523754274816,Mon Oct 17 09:41:41 +0000 2022,2022-10-17 09:41:41+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : Secular Inflation: And along with what ends up being both the foundation of the issue as well as the deeper foundation, the way that all of these social issues interact with stigma, like I think we’ve seen in fast-forward with monkeypox. Like all… https://t.co/j1EDAsdCfY https://t.co/4AvXokEQlc",,[],"[{'display_url': 'dlvr.it/SbChz0', 'expanded_url': 'http://dlvr.it/SbChz0', 'url': 'https://t.co/j1EDAsdCfY', 'indices': [253, 276]}]","[{'display_url': 'pic.x.com/4AvXokEQlc', 'expanded_url': 'https://x.com/stigmabase/status/1581943523754274816/photo/1', 'id_str': '1581943521472565248', 'indices': [277, 300], 'media_key': '3_1581943521472565248', 'media_url_https': 'https://pbs.twimg.com/media/FfQxQFQaUAAn2tq.jpg', 'type': 'photo', 'url': 'https://t.co/4AvXokEQlc', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 1096, 'y': 306, 'h': 104, 'w': 104}, {'x': 631, 'y': 310, 'h': 157, 'w': 157}, {'x': 601, 'y': 25, 'h': 240, 'w': 240}]}, 'medium': {'faces': [{'x': 822, 'y': 229, 'h': 78, 'w': 78}, {'x': 473, 'y': 232, 'h': 117, 'w': 117}, {'x': 450, 'y': 18, 'h': 180, 'w': 180}]}, 'small': {'faces': [{'x': 465, 'y': 130, 'h': 44, 'w': 44}, {'x': 268, 'y': 131, 'h': 66, 'w': 66}, {'x': 255, 'y': 10, 'h': 102, 'w': 102}]}, 'orig': {'faces': [{'x': 1096, 'y': 306, 'h': 104, 'w': 104}, {'x': 631, 'y': 310, 'h': 157, 'w': 157}, {'x': 601, 'y': 25, 'h': 240, 'w': 240}]}}, 'sizes': {'large': {'h': 900, 'w': 1600, 'resize': 'fit'}, 'medium': {'h': 675, 'w': 1200, 'resize': 'fit'}, 'small': {'h': 383, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 900, 'width': 1600, 'focus_rects': [{'x': 0, 'y': 0, 'w': 1600, 'h': 896}, {'x': 310, 'y': 0, 'w': 900, 'h': 900}, {'x': 366, 'y': 0, 'w': 789, 'h': 900}, {'x': 535, 'y': 0, 'w': 450, 'h': 900}, {'x': 0, 'y': 0, 'w': 1600, 'h': 900}]}, 'media_results': {'result': {'media_key': '3_1581943521472565248'}}}]",0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific case of someone contracting mpox (monkeypox). Instead, it discusses secular inflation and how social issues interact with stigma, using monkeypox as an example. There is no direct or indirect reference to an individual getting infected with the virus.",0,0
424,424,4,1575974176938426368,Fri Sep 30 22:21:38 +0000 2022,2022-09-30 22:21:38+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : Stigma, racism contribute to low monkeypox vaccine rates for Black Houstonians: Studies show that young gay Black men are especially vulnerable to the stigmatization, in part because of gendered social norms and the historical exclusion from the… https://t.co/w3FmRqifwk https://t.co/li0mtTzy89",,[],"[{'display_url': 'dlvr.it/SZJCqB', 'expanded_url': 'http://dlvr.it/SZJCqB', 'url': 'https://t.co/w3FmRqifwk', 'indices': [252, 275]}]","[{'display_url': 'pic.x.com/li0mtTzy89', 'expanded_url': 'https://x.com/stigmabase/status/1575974176938426368/photo/1', 'id_str': '1575974174694473729', 'indices': [276, 299], 'media_key': '3_1575974174694473729', 'media_url_https': 'https://pbs.twimg.com/media/Fd78KXnagAEBdXv.jpg', 'type': 'photo', 'url': 'https://t.co/li0mtTzy89', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1365, 'w': 2048, 'resize': 'fit'}, 'medium': {'h': 800, 'w': 1200, 'resize': 'fit'}, 'small': {'h': 453, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1365, 'width': 2048, 'focus_rects': [{'x': 0, 'y': 195, 'w': 2048, 'h': 1147}, {'x': 290, 'y': 0, 'w': 1365, 'h': 1365}, {'x': 374, 'y': 0, 'w': 1197, 'h': 1365}, {'x': 631, 'y': 0, 'w': 683, 'h': 1365}, {'x': 0, 'y': 0, 'w': 2048, 'h': 1365}]}, 'media_results': {'result': {'media_key': '3_1575974174694473729'}}}]",0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text discusses factors contributing to low monkeypox vaccine rates among Black Houstonians, particularly focusing on young gay Black men. However, it does not mention any specific case of someone contracting or being infected with mpox (monkeypox). Instead, it highlights social and historical contexts that may influence vaccination rates and health outcomes for this demographic group.",0,0
425,425,4,1566824123191672833,Mon Sep 05 16:22:35 +0000 2022,2022-09-05 16:22:35+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : Blame and shame are harming our response to monkeypox: ...associated with the greatest amount of social stigma, and those associated with gay sex even more so. We know that the... https://t.co/zpvLFuGAxp https://t.co/iOyIDjLBaT",,[],"[{'display_url': 'dlvr.it/SXpcYf', 'expanded_url': 'http://dlvr.it/SXpcYf', 'url': 'https://t.co/zpvLFuGAxp', 'indices': [185, 208]}]","[{'display_url': 'pic.x.com/iOyIDjLBaT', 'expanded_url': 'https://x.com/stigmabase/status/1566824123191672833/photo/1', 'id_str': '1566824121681707008', 'indices': [209, 232], 'media_key': '3_1566824121681707008', 'media_url_https': 'https://pbs.twimg.com/media/Fb56PL5aAAAhvE6.jpg', 'type': 'photo', 'url': 'https://t.co/iOyIDjLBaT', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 350, 'w': 540, 'resize': 'fit'}, 'medium': {'h': 350, 'w': 540, 'resize': 'fit'}, 'small': {'h': 350, 'w': 540, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 350, 'width': 540, 'focus_rects': [{'x': 0, 'y': 0, 'w': 540, 'h': 302}, {'x': 0, 'y': 0, 'w': 350, 'h': 350}, {'x': 0, 'y': 0, 'w': 307, 'h': 350}, {'x': 7, 'y': 0, 'w': 175, 'h': 350}, {'x': 0, 'y': 0, 'w': 540, 'h': 350}]}, 'media_results': {'result': {'media_key': '3_1566824121681707008'}}}]",0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific case of someone contracting monkeypox (mpox). Instead, it discusses social stigma and blame associated with gay sex in the context of the monkeypox outbreak. While it touches on a relevant topic related to public health responses during an mpox outbreak, it does not provide information about an individual's infection status.",0,0
426,426,4,1563653466220040192,Sat Aug 27 22:23:32 +0000 2022,2022-08-27 22:23:32+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,TW : United Nations Programme on HIV and AIDS (UNAIDS) Country Director in Nigeria shares how lessons...: Lessons we have learnt in the AIDS response apply to the Monkeypox response too. The Monkeypox response in Nigeria is being impacted by both social… https://t.co/JTx37d1WAS,,[],"[{'display_url': 'dlvr.it/SXLln1', 'expanded_url': 'http://dlvr.it/SXLln1', 'url': 'https://t.co/JTx37d1WAS', 'indices': [255, 278]}]",,0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention any specific case of someone contracting monkeypox (mpox). Instead, it discusses how lessons learned from the AIDS response can be applied to the Monkeypox response in Nigeria. It also mentions that the Monkeypox response is being impacted by social factors but does not provide information about an individual's infection status.",0,0
427,427,4,1561613920875323392,Mon Aug 22 07:19:06 +0000 2022,2022-08-22 07:19:06+00:00,STIGMABASE,stigmabase,185789961,TRUE,Worldwide,"TW : Doctor Warns of Suspicious Pattern Behind Monkeypox Outbreak: ...pneumonia (44.2 percent), hypertension (18.2 percent), diabetes (13.6 percent), Alzheimer’s disease and other dementias (10.3 percent), and sepsis (11 percent). Deaths from heart… https://t.co/6S601hzOwy https://t.co/l5ezQajvaf",,[],"[{'display_url': 'dlvr.it/SX1nYL', 'expanded_url': 'http://dlvr.it/SX1nYL', 'url': 'https://t.co/6S601hzOwy', 'indices': [250, 273]}]","[{'display_url': 'pic.x.com/l5ezQajvaf', 'expanded_url': 'https://x.com/stigmabase/status/1561613920875323392/photo/1', 'id_str': '1561613919491203072', 'indices': [274, 297], 'media_key': '3_1561613919491203072', 'media_url_https': 'https://pbs.twimg.com/media/Fav3lgOUIAADxNY.jpg', 'type': 'photo', 'url': 'https://t.co/l5ezQajvaf', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 512, 'w': 893, 'resize': 'fit'}, 'medium': {'h': 512, 'w': 893, 'resize': 'fit'}, 'small': {'h': 390, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 512, 'width': 893, 'focus_rects': [{'x': 0, 'y': 12, 'w': 893, 'h': 500}, {'x': 34, 'y': 0, 'w': 512, 'h': 512}, {'x': 66, 'y': 0, 'w': 449, 'h': 512}, {'x': 162, 'y': 0, 'w': 256, 'h': 512}, {'x': 0, 'y': 0, 'w': 893, 'h': 512}]}, 'media_results': {'result': {'media_key': '3_1561613919491203072'}}}]",0,0,0,0,,en,FALSE,,,"{'id': '36775d842cbec509', 'name': 'Montréal', 'full_name': 'Montréal, Québec', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095], [-73.972965, 45.410095]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not mention anything about monkeypox (mpox) or any cases of it. Instead, it discusses a pattern of pneumonia and other health conditions in relation to deaths from heart issues. There is no information that implies someone contracted mpox.",0,0
